index,category,n_doc,title,path,link
0,sports,1,Memphis y Dumfries certifican que el 'soccer' todavía está lejos del modelo de fútbol de - MARCA.com,./TextClassification/Datos/Raw_data/sports/1.txt,https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9mdXRib2wvbXVuZGlhbC9jcm9uaWNhLzIwMjIvMTIvMDMvNjM4YjY1YmMyNjhlM2VmNzI1OGI0NThhLmh0bWzSAVVodHRwczovL2FtcC5tYXJjYS5jb20vZnV0Ym9sL211bmRpYWwvY3JvbmljYS8yMDIyLzEyLzAzLzYzOGI2NWJjMjY4ZTNlZjcyNThiNDU4YS5odG1s?oc=5
1,sports,2,Con el dinero no basta en el fútbol - AS ,./TextClassification/Datos/Raw_data/sports/2.txt,https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vYXMuY29tL29waW5pb24vY29uLWVsLWRpbmVyby1uby1iYXN0YS1lbi1lbC1mdXRib2wtbi_SAUxodHRwczovL2FzLmNvbS9vcGluaW9uL2Nvbi1lbC1kaW5lcm8tbm8tYmFzdGEtZW4tZWwtZnV0Ym9sLW4vP291dHB1dFR5cGU9YW1w?oc=5
2,sports,3,El fútbol es un cuento - La Voz de Galicia,./TextClassification/Datos/Raw_data/sports/3.txt,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3Lmxhdm96ZGVnYWxpY2lhLmVzL25vdGljaWEvb3Bpbmlvbi8yMDIyLzEyLzA0L2Z1dGJvbC1jdWVudG8vMDAwM18yMDIyMTJFNFA2MDk5My5odG3SAWJodHRwczovL3d3dy5sYXZvemRlZ2FsaWNpYS5lcy9hbXAvbm90aWNpYS9vcGluaW9uLzIwMjIvMTIvMDQvZnV0Ym9sLWN1ZW50by8wMDAzXzIwMjIxMkU0UDYwOTkzLmh0bQ?oc=5
3,sports,4,Cavani y Giménez serán sancionados pero no con sus clubes - Marca,./TextClassification/Datos/Raw_data/sports/4.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9mdXRib2wvbXVuZGlhbC8yMDIyLzEyLzAzLzYzOGIwYzM5ZTI3MDRlOTkwNzhiNDVhZi5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL2Z1dGJvbC9tdW5kaWFsLzIwMjIvMTIvMDMvNjM4YjBjMzllMjcwNGU5OTA3OGI0NWFmLmh0bWw?oc=5
4,sports,5,Suspendido por una tangana a puñetazos el Almería-Heart (1-0) - Diario de Almería,./TextClassification/Datos/Raw_data/sports/5.txt,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmRpYXJpb2RlYWxtZXJpYS5lcy91ZC1hbG1lcmlhL3N1c3BlbmRpZG8tdGFuZ2FuYS1wdW5ldGF6b3MtYWxtZXJpYS1oZWFydHNfMF8xNzQ0NjI1Nzg0Lmh0bWzSAWtodHRwczovL3d3dy5kaWFyaW9kZWFsbWVyaWEuZXMvdWQtYWxtZXJpYS9zdXNwZW5kaWRvLXRhbmdhbmEtcHVuZXRhem9zLWFsbWVyaWEtaGVhcnRzXzBfMTc0NDYyNTc4NC5hbXAuaHRtbA?oc=5
5,sports,6,"Cristiano Ronaldo exige a la Juventus 19,9 millones de euros - Marca",./TextClassification/Datos/Raw_data/sports/6.txt,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3Lm1hcmNhLmNvbS9mdXRib2wvbGlnYS1pdGFsaWFuYS8yMDIyLzEyLzA0LzYzOGM3YTNhMjI2MDFkOTkzMThiNDVlMi5odG1s0gFTaHR0cHM6Ly9hbXAubWFyY2EuY29tL2Z1dGJvbC9saWdhLWl0YWxpYW5hLzIwMjIvMTIvMDQvNjM4YzdhM2EyMjYwMWQ5OTMxOGI0NWUyLmh0bWw?oc=5
6,sports,7,"El último baile del invicto Van Gaal: ""Luchamos por Louis"" - Marca",./TextClassification/Datos/Raw_data/sports/7.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9mdXRib2wvbXVuZGlhbC8yMDIyLzEyLzA0LzYzOGJiZWU4ZTI3MDRlYjQ1YjhiNDViNi5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL2Z1dGJvbC9tdW5kaWFsLzIwMjIvMTIvMDQvNjM4YmJlZThlMjcwNGViNDViOGI0NWI2Lmh0bWw?oc=5
7,sports,8,"Luis Enrique: «Si a Gavi le ha hecho la porra el Rey, es que sabe mucho de fútbol» - Okdiario",./TextClassification/Datos/Raw_data/sports/8.txt,https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vb2tkaWFyaW8uY29tL211bmRpYWwvbHVpcy1lbnJpcXVlLXNpLWdhdmktaGVjaG8tcG9ycmEtcmV5LXF1ZS1zYWJlLW11Y2hvLWZ1dGJvbC0xMDEwMDczNdIBZGh0dHBzOi8vb2tkaWFyaW8uY29tL211bmRpYWwvbHVpcy1lbnJpcXVlLXNpLWdhdmktaGVjaG8tcG9ycmEtcmV5LXF1ZS1zYWJlLW11Y2hvLWZ1dGJvbC0xMDEwMDczNS9hbXA?oc=5
8,sports,9,El VAR más moderno sigue sin resolver los problemas del fútbol: las polémicas arbitrales del Mundial - EL ESPAÑOL,./TextClassification/Datos/Raw_data/sports/9.txt,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5lbGVzcGFub2wuY29tL2RlcG9ydGVzL2Z1dGJvbC9tdW5kaWFsLzIwMjIxMjAzL3Zhci1zaW4tcmVzb2x2ZXItcHJvYmxlbWFzLXBvbGVtaWNhcy1hcmJpdHJhbGVzLW11bmRpYWwvNzIzMTc3Njc2XzAuaHRtbNIBhwFodHRwczovL3d3dy5lbGVzcGFub2wuY29tL2RlcG9ydGVzL2Z1dGJvbC9tdW5kaWFsLzIwMjIxMjAzL3Zhci1zaW4tcmVzb2x2ZXItcHJvYmxlbWFzLXBvbGVtaWNhcy1hcmJpdHJhbGVzLW11bmRpYWwvNzIzMTc3Njc2XzAuYW1wLmh0bWw?oc=5
9,sports,10,"La indignación de Luis Suárez: ""¿Por qué siempre contra Uruguay?"" - Marca",./TextClassification/Datos/Raw_data/sports/10.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9mdXRib2wvbXVuZGlhbC8yMDIyLzEyLzAyLzYzOGE0ZWFlY2E0NzQxZjU0ZThiNDVjYy5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL2Z1dGJvbC9tdW5kaWFsLzIwMjIvMTIvMDIvNjM4YTRlYWVjYTQ3NDFmNTRlOGI0NWNjLmh0bWw?oc=5
10,sports,11,El fútbol fue lo de menos - Cadena SER,./TextClassification/Datos/Raw_data/sports/11.txt,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vY2FkZW5hc2VyLmNvbS9jYW5hcmlhcy8yMDIyLzEyLzA0L2VsLWZ1dGJvbC1mdWUtbG8tZGUtbWVub3MtcmFkaW8tY2x1Yi10ZW5lcmlmZS_SAWdodHRwczovL2NhZGVuYXNlci5jb20vY2FuYXJpYXMvMjAyMi8xMi8wNC9lbC1mdXRib2wtZnVlLWxvLWRlLW1lbm9zLXJhZGlvLWNsdWItdGVuZXJpZmUvP291dHB1dFR5cGU9YW1w?oc=5
11,sports,12,El porcentaje que atormenta a España en los Mundiales desde que fue campeona - El Mundo,./TextClassification/Datos/Raw_data/sports/12.txt,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmVsbXVuZG8uZXMvZGVwb3J0ZXMvZnV0Ym9sL211bmRpYWwtZGUtZnV0Ym9sLzIwMjIvMTIvMDQvNjM4YjFjNjVmZGRkZmYyODg4OGI0NTkzLmh0bWzSAWFodHRwczovL2FtcC5lbG11bmRvLmVzL2RlcG9ydGVzL2Z1dGJvbC9tdW5kaWFsLWRlLWZ1dGJvbC8yMDIyLzEyLzA0LzYzOGIxYzY1ZmRkZGZmMjg4ODhiNDU5My5odG1s?oc=5
12,sports,13,¿Será que el fútbol todo lo cura? - elDiario.es,./TextClassification/Datos/Raw_data/sports/13.txt,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmVsZGlhcmlvLmVzL2NhbmFyaWFzYWhvcmEvbGFwYWxtYWFob3JhL29waW5pb24vc2VyYS1mdXRib2wtY3VyYV8xMjlfOTc2ODUwOC5odG1s0gEA?oc=5
13,sports,14,Boicot de Mbappé al alcohol - AS ,./TextClassification/Datos/Raw_data/sports/14.txt,https://news.google.com/__i/rss/rd/articles/CBMiPGh0dHBzOi8vYXMuY29tL2Z1dGJvbC9tdW5kaWFsL2JvaWNvdC1kZS1tYmFwcGUtYWwtYWxjb2hvbC1uL9IBS2h0dHBzOi8vYXMuY29tL2Z1dGJvbC9tdW5kaWFsL2JvaWNvdC1kZS1tYmFwcGUtYWwtYWxjb2hvbC1uLz9vdXRwdXRUeXBlPWFtcA?oc=5
14,sports,15,"La afición revive los fatídicos minutos con España eliminada: ""Nos mirábamos en la grada..."" - Marca",./TextClassification/Datos/Raw_data/sports/15.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9mdXRib2wvbXVuZGlhbC8yMDIyLzEyLzAxLzYzODkyNmRiNDYxNjNmN2Q2OThiNDVlMC5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL2Z1dGJvbC9tdW5kaWFsLzIwMjIvMTIvMDEvNjM4OTI2ZGI0NjE2M2Y3ZDY5OGI0NWUwLmh0bWw?oc=5
15,sports,16,Tremendo Anthony Davis: 44 puntos para conquistar Milwaukee - nbamaniacs,./TextClassification/Datos/Raw_data/sports/16.txt,https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL3RyZW1lbmRvLWFudGhvbnktZGF2aXMtNDQtcHVudG9zLXBhcmEtY29ucXVpc3Rhci1taWx3YXVrZWUv0gEA?oc=5
16,sports,17,Sacramento arrasa en su visita a los Clippers - nbamaniacs,./TextClassification/Datos/Raw_data/sports/17.txt,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL3NhY3JhbWVudG8tYXJyYXNhLWVuLXN1LXZpc2l0YS1hLWxvcy1jbGlwcGVycy_SAQA?oc=5
17,sports,18,Doncic se sale en la Meca del baloncesto - Marca,./TextClassification/Datos/Raw_data/sports/18.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9iYWxvbmNlc3RvL25iYS8yMDIyLzEyLzA0LzYzOGM0MDM0MjY4ZTNlYjY1MThiNDVlMC5odG1s0gFNaHR0cHM6Ly9hbXAubWFyY2EuY29tL2JhbG9uY2VzdG8vbmJhLzIwMjIvMTIvMDQvNjM4YzQwMzQyNjhlM2ViNjUxOGI0NWUwLmh0bWw?oc=5
18,sports,19,Golden State acaba con Houston al ritmo de Andrew Wiggins - nbamaniacs,./TextClassification/Datos/Raw_data/sports/19.txt,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL2dvbGRlbi1zdGF0ZS1hY2FiYS1jb24taG91c3Rvbi1hbC1yaXRtby1kZS1hbmRyZXctd2lnZ2lucy_SAQA?oc=5
19,sports,20,T.J. Warren vuelve vuelve a las canchas tras 703 días en blanco - nbamaniacs,./TextClassification/Datos/Raw_data/sports/20.txt,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL3Qtai13YXJyZW4tdnVlbHZlLXZ1ZWx2ZS1hLWxhcy1jYW5jaGFzLXRyYXMtNzAzLWRpYXMtZW4tYmxhbmNvL9IBAA?oc=5
20,sports,21,Golden State asesta otro golpe a los heridos Bulls - nbamaniacs,./TextClassification/Datos/Raw_data/sports/21.txt,https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL2dvbGRlbi1zdGF0ZS1hc2VzdGEtb3Ryby1nb2xwZS1hLWxvcy1oZXJpZG9zLWJ1bGxzL9IBAA?oc=5
21,sports,22,Houston da la sorpresa remontando y derrotando a los Suns - nbamaniacs,./TextClassification/Datos/Raw_data/sports/22.txt,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL2hvdXN0b24tZGEtbGEtc29ycHJlc2EtcmVtb250YW5kby15LWRlcnJvdGFuZG8tYS1sb3Mtc3Vucy_SAQA?oc=5
22,sports,23,"La lesión de Juancho Hernangómez: qué tiene, qué se sabe y cuánto tiempo estará fuera con Toronto Raptors - Sporting News",./TextClassification/Datos/Raw_data/sports/23.txt,https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LnNwb3J0aW5nbmV3cy5jb20vZXMvbmJhL25ld3MvanVhbmNoby1oZXJuYW5nb21lei1sZXNpb24tdG9yb250by1yYXB0b3JzL2J0cXdiMGZ3Zjl3M3R2Zmx0dTI4MHZ3M9IBAA?oc=5
23,sports,24,"LeBron James: ""No necesito ser un atleta extraordinario para ser efectivo"" - nbamaniacs",./TextClassification/Datos/Raw_data/sports/24.txt,https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL2xlYnJvbi1qYW1lcy1uby1uZWNlc2l0by1zZXItdW4tYXRsZXRhLWV4dHJhb3JkaW5hcmlvLXBhcmEtc2VyLWVmZWN0aXZvL9IBAA?oc=5
24,sports,25,Hawks y Nets han negociado por John Collins - nbamaniacs,./TextClassification/Datos/Raw_data/sports/25.txt,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL3J1bW9yZXMtbmJhL2hhd2tzLXktbmV0cy1oYW4tbmVnb2NpYWRvLXBvci1qb2huLWNvbGxpbnMv0gEA?oc=5
25,sports,26,"Al Horford sobre su renovación con los Celtics: ""Esta estabilidad es difícil de encontrar"" - nbamaniacs",./TextClassification/Datos/Raw_data/sports/26.txt,https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL2FsLWhvcmZvcmQtc29icmUtc3UtcmVub3ZhY2lvbi1jb24tbG9zLWNlbHRpY3MtZXN0YS1lc3RhYmlsaWRhZC1lcy1kaWZpY2lsLWRlLWVuY29udHJhci_SAQA?oc=5
26,sports,27,"Campazzo quiere jugar en el Real Madrid, pero no a cualquier precio - Bernabéu Digital",./TextClassification/Datos/Raw_data/sports/27.txt,https://news.google.com/__i/rss/rd/articles/CBMidGh0dHBzOi8vd3d3LmJlcm5hYmV1ZGlnaXRhbC5jb20vYmFsb25jZXN0by9jYW1wYXp6by1xdWllcmUtanVnYXItZW4tZWwtcmVhbC1tYWRyaWQtcGVyby1uby1hLWN1YWxxdWllci1wcmVjaW8tMjkwNjM20gF2aHR0cHM6Ly9tLmJlcm5hYmV1ZGlnaXRhbC5jb20vYW1wL2JhbG9uY2VzdG8vY2FtcGF6em8tcXVpZXJlLWp1Z2FyLWVuLWVsLXJlYWwtbWFkcmlkLXBlcm8tbm8tYS1jdWFscXVpZXItcHJlY2lvLTI5MDYzNg?oc=5
27,sports,28,Gobert toca fondo - AS ,./TextClassification/Datos/Raw_data/sports/28.txt,https://news.google.com/__i/rss/rd/articles/CBMiMmh0dHBzOi8vYXMuY29tL2JhbG9uY2VzdG8vbmJhL2dvYmVydC10b2NhLWZvbmRvLW4v0gFBaHR0cHM6Ly9hcy5jb20vYmFsb25jZXN0by9uYmEvZ29iZXJ0LXRvY2EtZm9uZG8tbi8_b3V0cHV0VHlwZT1hbXA?oc=5
28,sports,29,Devin Booker y Jayson Tatum nombrados jugadores del mes - nbamaniacs,./TextClassification/Datos/Raw_data/sports/29.txt,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL25vdGljaWFzL2RldmluLWJvb2tlci15LWpheXNvbi10YXR1bS1ub21icmFkb3MtanVnYWRvcmVzLWRlbC1tZXMv0gEA?oc=5
29,sports,30,Jimmy Butler regresará esta noche ante los Celtics - nbamaniacs,./TextClassification/Datos/Raw_data/sports/30.txt,https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3Lm5iYW1hbmlhY3MuY29tL3J1bW9yZXMtbmJhL2ppbW15LWJ1dGxlci1yZWdyZXNhcmEtZXN0YS1ub2NoZS1hbnRlLWxvcy1jZWx0aWNzL9IBAA?oc=5
30,sports,31,El descalabro gigante de Rafa Nadal a Ruud con un falso ‘smash’ que jamás esperó - AS ,./TextClassification/Datos/Raw_data/sports/31.txt,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vYXMuY29tL3RlbmlzL3ZpZGVvcy9lbC1kZXNjYWxhYnJvLWdpZ2FudGUtZGUtcmFmYS1uYWRhbC1hLXJ1dWQtY29uLXVuLWZhbHNvLXNtYXNoLXF1ZS1qYW1hcy1lc3Blcm8tdi_SAXxodHRwczovL2FzLmNvbS90ZW5pcy92aWRlb3MvZWwtZGVzY2FsYWJyby1naWdhbnRlLWRlLXJhZmEtbmFkYWwtYS1ydXVkLWNvbi11bi1mYWxzby1zbWFzaC1xdWUtamFtYXMtZXNwZXJvLXYvP291dHB1dFR5cGU9YW1w?oc=5
31,sports,32,Canadá Logra Su Primera Copa Davis - ATP Tour,./TextClassification/Datos/Raw_data/sports/32.txt,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3LmF0cHRvdXIuY29tL2VzL25ld3MvY2FuYWRhLWF1c3RyYWxpYS1kYXZpcy1jdXAtZmluYWxzLTIwMjItc3VuZGF50gEA?oc=5
32,sports,33,Stakhovsky carga contra los tenistas serbios por un torneo en Rusia - AS ,./TextClassification/Datos/Raw_data/sports/33.txt,https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vYXMuY29tL3RlbmlzL21hc190ZW5pcy9zdGFraG92c2t5LWNhcmdhLWNvbnRyYS1sb3MtdGVuaXN0YXMtc2VyYmlvcy1wb3ItdW4tdG9ybmVvLWVuLXJ1c2lhLW4v0gF0aHR0cHM6Ly9hcy5jb20vdGVuaXMvbWFzX3RlbmlzL3N0YWtob3Zza3ktY2FyZ2EtY29udHJhLWxvcy10ZW5pc3Rhcy1zZXJiaW9zLXBvci11bi10b3JuZW8tZW4tcnVzaWEtbi8_b3V0cHV0VHlwZT1hbXA?oc=5
33,sports,34,"La respuesta de Rafa Nadal cuando le preguntan si se considera el mejor tenista de la historia: “No me lo planteo"" - Eurosport ES",./TextClassification/Datos/Raw_data/sports/34.txt,https://news.google.com/__i/rss/rd/articles/CBMipQFodHRwczovL3d3dy5ldXJvc3BvcnQuZXMvdGVuaXMvbGEtcmVzcHVlc3RhLWRlLXJhZmEtbmFkYWwtY3VhbmRvLWxlLXByZWd1bnRhbi1zaS1zZS1jb25zaWRlcmEtZWwtbWVqb3ItdGVuaXN0YS1kZS1sYS1oaXN0b3JpYS1uby1tZS1sby1wbGFudGVvX3ZpZDE3ODMwNDYvdmlkZW8uc2h0bWzSAQA?oc=5
34,sports,35,El torneo internacional de tenis generó un impacto económico de siete millones - La Nueva España,./TextClassification/Datos/Raw_data/sports/35.txt,https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmxuZS5lcy9naWpvbi8yMDIyLzEyLzAxL3Rvcm5lby1pbnRlcm5hY2lvbmFsLXRlbmlzLWdlbmVyby1pbXBhY3RvLTc5Mzc1MDE3Lmh0bWzSAV9odHRwczovL3d3dy5sbmUuZXMvZ2lqb24vMjAyMi8xMi8wMS90b3JuZW8taW50ZXJuYWNpb25hbC10ZW5pcy1nZW5lcm8taW1wYWN0by03OTM3NTAxNy5hbXAuaHRtbA?oc=5
35,sports,36,Rafa Nadal podría empezar la carrera para ser el heredero de Florentino en 2024 - Defensa Central,./TextClassification/Datos/Raw_data/sports/36.txt,https://news.google.com/__i/rss/rd/articles/CBMihAFodHRwczovL3d3dy5kZWZlbnNhY2VudHJhbC5jb20vbWFkcmlkaXNtby8xNjcwMDg1NTA5LXJhZmEtbmFkYWwtcG9kcmlhLWVtcGV6YXItbGEtY2FycmVyYS1wYXJhLXNlci1lbC1oZXJlZGVyby1kZS1mbG9yZW50aW5vLWVuLTIwMjTSAQA?oc=5
36,sports,37,El 'caso Verdasco' causa un clamor contra las exenciones médicas y el 'doping legal' - Marca,./TextClassification/Datos/Raw_data/sports/37.txt,https://news.google.com/__i/rss/rd/articles/CBMiRGh0dHBzOi8vd3d3Lm1hcmNhLmNvbS90ZW5pcy8yMDIyLzEyLzAzLzYzOGI2YWMwZTI3MDRlMzc1YzhiNDYzNi5odG1s0gFEaHR0cHM6Ly9hbXAubWFyY2EuY29tL3RlbmlzLzIwMjIvMTIvMDMvNjM4YjZhYzBlMjcwNGUzNzVjOGI0NjM2Lmh0bWw?oc=5
37,sports,38,El mejor golpe de Rafa Nadal nunca visto: aún no se sabe qué hizo - La Razón,./TextClassification/Datos/Raw_data/sports/38.txt,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LmxhcmF6b24uZXMvZGVwb3J0ZXMvdGVuaXMvMjAyMjEyMDQvdjZ2Y2s0ZjJtYmR3YmRmaXNjdXE0d2xlMm0uaHRtbNIBXWh0dHBzOi8vd3d3LmxhcmF6b24uZXMvZGVwb3J0ZXMvdGVuaXMvMjAyMjEyMDQvdjZ2Y2s0ZjJtYmR3YmRmaXNjdXE0d2xlMm0uaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5
38,sports,39,"Kosmos responde a las críticas al formato de la nueva Copa Davis de Gerard Piqué: ""Ha llegado para quedarse"" - 20minutos.es",./TextClassification/Datos/Raw_data/sports/39.txt,https://news.google.com/__i/rss/rd/articles/CBMingFodHRwczovL3d3dy4yMG1pbnV0b3MuZXMvZGVwb3J0ZXMvbm90aWNpYS81MDgwMDkxLzAva29zbW9zLXJlc3BvbmRlLWEtbGFzLWNyaXRpY2FzLWFsLWZvcm1hdG8tZGUtbGEtbnVldmEtY29wYS1kYXZpcy1kZS1nZXJhcmQtcGlxdWUtaGEtbGxlZ2Fkby1wYXJhLXF1ZWRhcnNlL9IBAA?oc=5
39,sports,40,Tenis. El agradecimiento de Nadal a Federer y Djokovic - La Razón,./TextClassification/Datos/Raw_data/sports/40.txt,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LmxhcmF6b24uZXMvZGVwb3J0ZXMvdGVuaXMvMjAyMjExMzAvdjRrZjRvbzdvNWVpZHBocnRwZzd3ZmdrMnEuaHRtbNIBXWh0dHBzOi8vd3d3LmxhcmF6b24uZXMvZGVwb3J0ZXMvdGVuaXMvMjAyMjExMzAvdjRrZjRvbzdvNWVpZHBocnRwZzd3ZmdrMnEuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5
40,sports,41,Ferrero: “Trabajar con Zverev no fue fácil para mí” - AS ,./TextClassification/Datos/Raw_data/sports/41.txt,https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vYXMuY29tL3RlbmlzL21hc190ZW5pcy9mZXJyZXJvLXktY29tby1wdWVkZS1tZWpvcmFyLWFsY2FyYXotbmVjZXNpdGFtb3MtYS1kam9rb3ZpYy1uL9IBAA?oc=5
41,sports,42,"Gonzalo González, el lucense que soltó la raqueta con 27 años y vuelve a triunfar con 56 - La Voz de Galicia",./TextClassification/Datos/Raw_data/sports/42.txt,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5sYXZvemRlZ2FsaWNpYS5lcy9ub3RpY2lhL2RlcG9ydGVzLzIwMjIvMTEvMzAvbHVjZW5zZS1zb2x0by1yYXF1ZXRhLTI3LWFub3MtdnVlbHZlLXRyaXVuZmFyLTU2LzAwMDNfMjAyMjExTDMwUDQ1OTkxLmh0bdIBhwFodHRwczovL3d3dy5sYXZvemRlZ2FsaWNpYS5lcy9hbXAvbm90aWNpYS9kZXBvcnRlcy8yMDIyLzExLzMwL2x1Y2Vuc2Utc29sdG8tcmFxdWV0YS0yNy1hbm9zLXZ1ZWx2ZS10cml1bmZhci01Ni8wMDAzXzIwMjIxMUwzMFA0NTk5MS5odG0?oc=5
